,Author,Title,Abstract,Journal,,,,,,,
629,"Cole, Russell G. and Ayling, Tony M. and Creese, Robert G.","Effects of marine reserve protection at Goat Island, northern New Zealand","Abstract The possible effects that marine reserve protection has had on densities of some reef fish and large invertebrates were investigated near Leigh (north?eastern New Zealand) by a series of sampling programmes between 1976 and 1988. Fish counts at intervals during the 6 years after the initial establishment of the Cape Rodney to Okakari Point Marine Reserve in 1975 suggested that red moki (Cheilodactylus spectabilis) had increased in abundance whereas five others had remained at approximately constant densities. A comparison of data between 1978 and 1988 also revealed few consistent differences in fish abundances. A detailed survey in 1988 between sites inside and outside the marine reserve showed no clear patterns for sea urchins (Evechinus chloroticus) and several fish; trends for increased abundances in the marine reserve of fish such as snapper Pagrus (=Chrysophrys) auratus, blue cod (Parapercis colias), and red moki; a very striking increase in numbers of rock lobsters (Jasus edwardsii) within the marine reserve; and an obvious trend for increased size of snapper in the marine reserve. Most of the trends, however, were not statistically significant, owing largely to the low power of the tests used. Although it is now generally accepted that the creation of marine reserves such as the one at Leigh results in increased abundances of certain organisms, our study highlights the difficulty of rigorously demonstrating this, especially for patchily distributed and mobile fish species.$\backslash$nAbstract The possible effects that marine reserve protection has had on densities of some reef fish and large invertebrates were investigated near Leigh (north?eastern New Zealand) by a series of sampling programmes between 1976 and 1988. Fish counts at intervals during the 6 years after the initial establishment of the Cape Rodney to Okakari Point Marine Reserve in 1975 suggested that red moki (Cheilodactylus spectabilis) had increased in abundance whereas five others had remained at approximately constant densities. A comparison of data between 1978 and 1988 also revealed few consistent differences in fish abundances. A detailed survey in 1988 between sites inside and outside the marine reserve showed no clear patterns for sea urchins (Evechinus chloroticus) and several fish; trends for increased abundances in the marine reserve of fish such as snapper Pagrus (=Chrysophrys) auratus, blue cod (Parapercis colias), and red moki; a very striking increase in numbers of rock lobsters (Jasus edwardsii) within the marine reserve; and an obvious trend for increased size of snapper in the marine reserve. Most of the trends, however, were not statistically significant, owing largely to the low power of the tests used. Although it is now generally accepted that the creation of marine reserves such as the one at Leigh results in increased abundances of certain organisms, our study highlights the difficulty of rigorously demonstrating this, especially for patchily distributed and mobile fish species.",New Zealand Journal of Marine and Freshwater Research,,,,,,,
630,"Moral, Del",El buitre leonado,Censo del Buitre Leonado 2008,,,,,,,,
631,"Alv\'{a}rez, Ernesto and Garc\'{e}s, Fernando",El buitre negro,,,,,,,,,
632,"Crivelli, Alain J. and Jerrentrup, Hans and Mitchev, Taniu","Electric Power Lines: A Cause of Mortality in Pelecanus crispus Bruch, a World Endangered Bird Species, in Porto-Lago, Greece","From October 1985 to March 1987, 28 Dalmatian Pelicans (Pelecanus crispus) were killed by flying into a power line located between their roosting island and their feeding grounds at Porto-Lago in northern Greece, a major wintering ground for this species. Ninety three percent of the dead birds were immatures, sixty nine percent being first year birds. Using band recoveries of birds banded (color plastic engraved bands) in Greece and in Bulgaria, as part of an international study of the population dynamics of Dalmatian Pelican, we estimated that additional mortality due to the power line would cause a decrease of between 1.3 to 3.5\% in the number of breeding pairs in Greece and Bulgaria by the time sexual maturity is reached (3 years old). Since the removal of the power line in November 1986, no dead bird has been found.",Colonial Waterbirds,,,,,,,
633,"Barbraud, C and Weimerskirch, H",Emperor penguins and climate change,,Nature,,,,,,,
634,"Chaloupka, Milani and Bjorndal, Karen A and Balazs, George H and Bolten, Alan B and Ehrhart, Llewellyn M and Limpus, Colin J and Suganuma, Hiroyuki and Troeng, Sebastien and Yamaguchi, Manami",Encouraging outlook for recovery of a once severely exploited megaherbivore,"Aim To critically review the status of the green sea turtle (Chelonia mydas) using the best available scientific studies as there is a prevailing view that this species is globally endangered and its marine ecosystem functions compromised. Location Ogasawara (Japan), Hawaii (USA), Great Barrier Reef (Australia), Florida (USA), Tortuguero (Costa Rica). Methods We compiled seasonal nesting activity data from all reliable continuous long-term studies (> 25 years), which comprised data series for six of the world's major green turtle rookeries. We estimated the underlying time-specific trend in these six rookery-specific nester or nest abundance series using a generalized smoothing spline regression approach. Results Estimated rates of nesting population increase ranged from c. 4--4\% per annum over the past two to three decades. These rates varied considerably among the rookeries, reflecting the level of historical exploitation. Similar increases in nesting population were also evident for many other green turtle stocks that have been monitored for shorter durations than the long-term studies presented here. Main conclusions We show that six of the major green turtle nesting populations in the world have been increasing over the past two to three decades following protection from human hazards such as exploitation of eggs and turtles. This population recovery or rebound capacity is encouraging and suggests that the green turtle is not on the brink of global extinction even though some stocks have been seriously depleted and are still below historical abundance levels. This demonstrates that relatively simple conservation strategies can have a profound effect on the recovery of once-depleted green turtle stocks and presumably the restoration of their ecological function as major marine consumers.",Global Ecology and Biogeography,,,,,,,
635,"Chambert, T and Rotella, J J and Garrott, R A",Environmental extremes versus ecological extremes: impact of a massive iceberg on the population dynamics of a high-level Antarctic marine predator,,Proceedings of the Royal Society B: Biological Sciences,,,,,,,
636,"Hedmark, Eva and Ellegren, Hans",DNA-based monitoring of two newly founded Scandinavian wolverine populations,,Conservation Genetics,,,,,,,
637,"Andreo, V and Provensal, C and Scavuzzo, M and Lamfri, M and Polop, J",Environmental factors and population fluctuations of Akodon azarae (Muridae: Sigmodontinae) in central \{Argentina\,,Austral Ecology,,,,,,,
638,,Ergebnisse der Storchenbestandsaufnahme 2007,,,,,,,,,
639,,Ergebnisse der Storchenbestandsaufnahme 2010 :,,,,,,,,,
640,"Cerchio, Salvatore","Estimates of humpback whale abundance off Kauai, 1989 to 1993: evaluating biases associated with sampling the Hawaiian Islands breeding assemblage",,Marine Ecology Progress Series,,,,,,,
641,"Kingsford, M J","Contrasting patterns of reef utilization and recruitment of coral trout (Plectropomus leopardus) and snapper (Lutjanus carponotatus) at One Tree Island, southern Great Barrier Reef",,Coral Reefs,,,,,,,
642,"Huppop, O and Wurm, S","Effects of winter fishery activities on resting numbers, food and body condition of large gulls Larus argentatus and L. marinus in the south-eastern North Sea.",,Marine Ecology Progress Series,,,,,,,
643,"Tro\""{e}ng, S and Harrison, E and Evans, D and de Haro, A and Vargas, E","Leatherback Turtle Nesting Trends and Threats at Tortuguero, Costa Rica",,Chelonian Conservation and Biology,,,,,,,
644,"Craig, J F and Kipling, C and {Le Cren}, E D and McCormack, J C","Estimates of the numbers, biomass and year-class strengths of perch (Perca fluviatilis L.) in Windermere from 1967 to 1977 and some comparisons with earlier years","(1) Estimates of the numbers and biomass (to 1977) and of year-class strengths (to 1975) of perch (Perca fluviatilis L.) in Windermere are presented. They continue the series of Le Cren, Kipling \& McCormack (1977) and have been calculated by the same methods. Numbers calculated by these methods and by summing separate estimates for each year-class did not differ significantly. $\backslash$n(2) Mortality rates for combined year-classes were higher from 1969 in the north and from 1968 in the south basin than in the previous twenty years. Mortality rates calculated for each year-class from 1955 to 1972 also showed an increase in later years. A dramatic increase in mortality occurred in 1976, when a disease, whose primary cause has not yet been identified, killed at least 98\% of adult perch. $\backslash$n(3) A highly significant inverse relationship (P < 0.001) was found between mortality from egg to age II years and summer temperature in the first year of life. $\backslash$n(4) Biomass from 1967 to 1975 remained fairly high in both basins and was at a similar level to that of 1941 although far fewer fish were present in the later period. $\backslash$n(5) Year-class strengths were higher after 1966 than in the previous 5 years due to warm summers (the correlation between year-class strengths and temperature was highly significant P < 0.001). $\backslash$n(6) Possible reasons for the observed changes in population numbers, biomass and year-class strengths over the period from 1941 to 1976 are discussed. $\backslash$n(7) The severity of the mortality in 1976 was confirmed by samples taken in 1977, when only two perch over II years old were captured",Journal of Animal Ecology,,,,,,,
645,"Bourquin, S L and Leslie, A J","Estimating demographics of the Nile crocodile (Crocodylus niloticus Laurenti) in the panhandle region of the Okavango Delta, Botswana",,African Journal of Ecology,,,,,,,
646,"Bellemain, E and Swenson, J E and Tallmon, D and Brunberg, S and Taberlet, P",Estimating Population Size of Elusive Animals with DNA from Hunter-Collected Feces: Four Methods for Brown Bears,,Conservation Biology,,,,,,,
647,"Chaloupka, Milani and Osmond, Michael and Kaufman, Greg",Estimating seasonal abundance trends and survival probabilities of humpback whales in Hervey Bay (east coast Australia),"The abundance of east Australian Group V substock (EAGVS) humpback whales resident during winter in Hervey Bay was estimated from a 10 yr mark-resight study using photo-identdication of 969 individual humpbacks slghted between 1987 and 1996. Hervey Bay is on the east coast of Australia and is the major southbound stop-over site for humpbacks returning to Antarctic waters from overwintenng in the Great Barner Reef (GBR) waters. Seasonal abundance estimates were denved from mark-resight profiles using a reduced form Cormack-Jolly-Seber (CJS) model (constant survival time-varying resight likelihood) that fitted the data well The bootstrap mean CJS abundance estimate over the 9 yr period from 1988 to 1996 was 855 (95\% CI: 750 to 936). Estimated humpback abundance in Hervey Bay showed significant temporal variability superimposed on an increasing linear trend estimated using tlmes series regression model bootstrapping at 6 3 \% yr-1 (95 \% CI: 2 to 11 \%). The seasonal Hervey Bay population comprised 30 to 50°( of the EAGVS southbound to Antarctic feeding grounds Estlrnated abundance increased from 554 post-yearling humpbacks in 1988 to a peak of 1040 in 1991 before dechning to 921 by the mid-1990s Standard errors of abundance estimates suggested good precision and were derived using a vanance components approach that separated sampling error from ecologically relevant variation The trends In temporal vanability and annual rate of humpback abun- dance increase were consistent with findings from an aerial surveillance study (1982 to 1996) of of the EAGVS overwinterlng In southern GBR waters The concurrence of findings monthly sightings from an independent method of abundance estimation provides confidence in the CJS model used in this study to estlmate abundance. Post-yearling survivorship was estimated from a 4 yr (1993 to 1996) photo-identification study of 517 individual humpbacks sighted at 2 seasonally sequential overwintering sites (Hervey Bay, Whitsundays) using a robust design CJS modelling approach with estimators that account for bias due to temporary emigration. A reduced form CJS model (constant survival, time-varying reslght likelihood) also fitted the data well with the mean annual survival rate for the EAGVS humpbacks estimated at 0.966 (95\% CI: 0.87 to 1.00). The good fit of the robust design survival rate model provides further confidence in the Hervey Bay abundance model, which suggests that the EAGVS has been recovering but at a slow and variable rate.",Marine Ecology Progress Series,,,,,,,
